accel_rms_mean,accel_rms_std,accel_delta,accel_roc,velocity_rms_z,peak_to_rms_ratio,motor_temp_delta,humidity_trend,load_pct,load_variance,multivariate_score
31.4,6.57,-8.62,2.87,0.229,2.37,7.6,-0.414,0.594,18.0,0.059
29.89,7.2,-6.81,-1.26,-0.121,1.69,11.4,-0.003,0.794,17.7,0.349
30.9,12.3,6.3,0.93,-0.071,1.26,10.1,0.447,0.809,16.8,0.231
27.01,9.18,2.45,3.44,0.014,1.99,21.4,0.381,0.07,19.7,0.221
30.18,3.69,1.69,0.53,0.657,2.19,23.1,0.444,0.688,34.4,0.137
31.52,5.37,1.18,2.96,0.774,2.06,17.7,-0.21,0.354,40.1,0.225
24.13,10.5,5.63,2.84,1.097,2.01,12.8,0.124,0.435,47.2,0.109
23.51,13.27,-2.34,2.61,0.391,2.33,8.7,-0.295,0.21,29.9,0.137
23.51,9.98,-2.36,-1.25,1.274,2.08,19.6,0.464,0.614,30.7,0.273
25.12,11.01,-6.71,-4.91,1.081,1.75,21.4,-0.254,0.557,34.0,0.372
24.34,9.7,4.87,-2.54,-0.127,2.44,8.1,-0.359,0.463,11.1,0.309
27.86,3.02,-4.6,1.68,1.426,1.69,15.5,-0.297,0.162,44.2,0.343
26.7,3.54,4.42,-2.63,1.231,2.34,10.8,0.261,0.816,19.6,0.305
29.96,8.07,3.87,1.91,1.122,1.32,14.2,0.486,0.718,49.2,0.13
28.82,2.28,-7.87,2.04,1.176,1.73,14.8,-0.209,0.168,29.3,0.369
31.75,3.79,3.0,3.43,-0.056,2.13,6.7,-0.144,0.213,20.8,0.353
22.91,7.19,9.12,-0.49,-0.686,2.18,7.0,0.482,0.308,34.3,0.22
23.78,8.35,0.45,1.97,-0.93,1.66,23.2,0.195,0.169,36.7,0.143
27.7,5.41,2.26,4.17,-0.527,1.75,7.4,0.117,0.142,8.7,0.099
31.74,3.6,0.74,1.64,-0.631,1.41,8.0,-0.218,0.824,13.7,0.17
23.81,12.25,-8.83,-1.44,-0.345,1.25,16.8,0.121,0.767,44.4,0.39
28.2,7.57,-2.44,-0.82,0.612,2.03,10.3,0.078,0.076,23.7,0.171
30.37,12.87,-1.34,4.75,1.083,2.28,15.1,-0.132,0.803,28.7,0.211
22.47,10.66,7.44,-1.03,0.795,1.32,11.6,0.081,0.337,35.7,0.107
31.63,5.32,5.85,-2.22,-0.777,1.44,14.1,-0.321,0.428,8.9,0.388
22.36,5.51,4.0,-2.95,-0.673,2.35,22.3,-0.066,0.636,8.1,0.256
28.15,9.85,-4.89,3.67,0.516,1.52,19.7,0.238,0.402,11.3,0.054
30.14,6.17,8.06,-2.42,-0.179,1.43,8.2,-0.338,0.603,34.0,0.335
23.02,4.71,-9.54,-0.16,-0.102,1.48,11.5,-0.208,0.486,42.3,0.356
22.8,7.1,9.6,4.64,0.35,1.83,9.0,-0.092,0.842,41.9,0.318
30.86,5.69,3.8,-2.48,0.021,2.44,23.1,-0.0,0.193,45.3,0.186
26.57,6.35,-8.09,-2.89,1.461,1.77,6.4,-0.475,0.479,20.0,0.233
29.71,6.4,2.56,4.4,1.064,2.47,17.7,-0.24,0.835,8.9,0.237
24.14,4.43,-2.66,4.77,-1.245,1.59,9.8,0.066,0.25,14.6,0.114
22.92,12.42,-4.52,-4.12,-0.119,2.42,23.6,0.491,0.837,26.0,0.318
29.23,8.33,-9.29,-4.77,0.981,1.38,13.5,-0.037,0.148,38.4,0.321
27.23,12.91,-0.09,-3.24,-0.524,2.12,11.2,-0.061,0.494,44.6,0.281
22.07,10.66,8.48,-4.06,0.875,1.6,22.7,-0.283,0.251,37.8,0.112
23.73,8.66,-9.88,2.51,0.644,2.4,18.7,0.356,0.254,27.1,0.225
29.2,5.65,5.82,-1.04,0.036,1.99,24.1,-0.466,0.258,15.5,0.211
26.33,13.02,8.31,3.25,-0.136,1.24,11.4,0.141,0.656,15.6,0.193
24.16,11.37,-9.28,-0.8,0.703,1.48,18.1,0.453,0.29,13.9,0.086
27.81,8.87,-2.63,-3.94,-0.106,1.91,7.5,-0.347,0.082,39.5,0.051
29.79,4.53,-6.29,2.99,1.09,1.49,14.2,-0.172,0.629,28.5,0.221
28.37,8.7,5.15,0.05,-0.069,2.5,20.0,0.069,0.471,32.4,0.259
26.72,2.11,-9.72,2.73,-0.723,2.35,6.2,-0.003,0.311,11.5,0.087
26.04,2.25,5.54,2.35,-0.184,2.17,10.7,0.252,0.059,33.4,0.126
31.89,12.39,-3.35,-2.23,-0.101,2.15,22.2,-0.422,0.605,17.9,0.132
22.78,11.87,6.05,3.39,0.495,2.37,14.5,0.478,0.468,29.6,0.201
26.79,5.23,-8.24,-1.52,0.853,1.51,6.7,0.304,0.324,33.8,0.173
24.82,12.7,9.85,-2.28,1.286,1.46,5.9,0.331,0.347,13.3,0.172
23.1,2.25,0.38,-4.4,0.842,1.54,10.1,-0.14,0.248,46.8,0.21
27.2,10.67,9.13,4.09,-0.505,2.0,12.2,0.086,0.685,35.5,0.145
31.24,2.56,7.12,-2.63,1.085,1.9,10.9,0.449,0.78,29.2,0.202
25.03,4.62,-2.1,-2.11,0.736,2.18,8.3,0.028,0.387,6.0,0.073
30.82,5.13,-0.69,3.06,-0.944,1.8,24.5,0.203,0.841,33.0,0.109
31.68,5.32,8.64,4.76,0.205,1.83,15.0,-0.213,0.629,40.6,0.187
28.16,10.19,6.48,4.65,0.168,1.87,9.7,-0.147,0.503,16.0,0.247
30.95,3.67,-9.34,0.57,0.337,1.31,9.0,-0.102,0.086,48.8,0.241
29.27,3.25,7.48,4.51,0.221,1.37,8.4,-0.442,0.618,39.5,0.376
27.0,12.8,-9.35,4.57,-0.568,1.27,10.8,-0.499,0.442,33.8,0.337
23.14,2.1,5.46,-1.82,-0.424,2.16,17.1,-0.235,0.688,39.9,0.156
24.9,10.55,7.87,-2.41,0.216,2.25,17.0,0.396,0.437,16.6,0.324
27.59,8.64,-9.66,3.49,0.103,1.89,5.9,-0.219,0.055,35.9,0.139
32.03,12.08,-4.63,1.08,0.72,1.98,20.2,-0.07,0.583,44.8,0.243
28.29,9.27,4.92,-4.27,0.205,1.3,11.4,-0.002,0.741,42.7,0.288
30.25,5.38,-9.41,-3.63,-0.939,2.13,13.6,0.365,0.66,32.0,0.399
30.72,8.04,9.41,1.43,0.358,1.42,15.4,0.453,0.725,37.2,0.295
30.1,3.28,4.17,-1.42,-0.227,2.47,11.3,0.102,0.424,24.4,0.382
27.14,10.97,-4.27,-3.33,-0.777,2.37,16.5,0.127,0.406,40.7,0.238
28.36,5.81,-5.1,2.3,1.469,1.49,18.7,-0.398,0.792,17.6,0.245
30.79,13.02,3.49,1.49,-0.997,1.95,22.1,-0.475,0.088,40.7,0.064
26.66,9.33,0.6,-3.45,-1.218,2.34,24.7,0.254,0.229,7.0,0.255
24.31,8.81,5.13,-3.75,-0.834,1.71,6.9,-0.17,0.292,32.8,0.308
23.84,11.36,-8.05,0.57,-0.802,1.83,6.7,-0.398,0.804,43.8,0.204
25.03,4.27,1.55,0.42,-1.005,2.3,7.5,0.422,0.781,24.6,0.202
23.61,6.32,6.05,2.57,-0.817,1.85,15.4,0.082,0.232,10.3,0.317
25.19,12.12,-3.21,3.29,0.098,2.35,23.2,-0.266,0.612,31.6,0.365
28.66,12.83,-8.22,1.91,-0.084,1.95,9.9,0.144,0.674,21.5,0.226
28.45,2.78,5.84,-2.83,-0.44,1.33,21.0,-0.488,0.77,17.7,0.166
26.58,4.97,-2.25,4.22,1.009,1.97,7.8,0.226,0.503,33.9,0.074
30.16,2.26,4.82,-3.68,-0.845,1.5,15.2,0.107,0.666,31.2,0.129
27.13,6.51,1.86,0.49,1.326,2.02,10.3,-0.301,0.22,40.1,0.064
27.8,9.57,3.0,-0.27,1.381,1.61,22.8,0.18,0.094,38.1,0.303
31.12,1.89,-8.12,-2.19,0.465,2.06,7.8,0.303,0.655,26.0,0.216
27.05,4.51,9.79,2.41,0.66,1.98,6.5,-0.154,0.326,33.2,0.147
30.65,9.35,5.73,-2.84,1.218,2.28,6.8,0.109,0.339,43.5,0.181
22.19,2.96,9.57,2.93,0.77,1.25,22.0,-0.395,0.074,22.6,0.168
26.5,6.95,7.03,2.99,0.984,2.24,15.4,0.068,0.22,39.2,0.186
30.75,12.35,-0.25,1.41,0.775,1.47,12.8,0.368,0.604,16.7,0.253
22.27,5.05,-0.93,-2.71,0.928,1.99,9.5,0.351,0.652,39.0,0.207
22.13,5.33,-8.55,1.2,1.428,1.86,5.1,-0.407,0.14,38.5,0.316
24.55,8.3,1.17,-4.7,-0.946,2.13,7.5,-0.104,0.84,13.7,0.214
23.06,3.49,-1.04,4.1,-1.26,1.46,21.4,0.17,0.589,48.9,0.352
27.77,2.67,-7.87,-2.59,0.237,2.47,12.3,-0.029,0.284,31.5,0.151
28.12,9.22,-4.65,-0.82,0.097,2.09,17.5,-0.055,0.665,24.4,0.384
24.71,6.72,-0.55,-4.03,-0.565,1.88,21.6,0.027,0.562,25.0,0.076
27.32,8.46,-8.35,-1.45,0.844,1.86,13.7,-0.151,0.687,26.0,0.348
30.25,5.12,3.83,-2.07,-0.932,2.49,9.8,-0.48,0.13,41.3,0.092
22.63,4.61,2.59,3.56,-0.624,1.65,13.5,0.41,0.456,5.2,0.157
30.25,11.94,8.2,2.33,0.017,2.0,16.4,-0.421,0.466,9.9,0.245
28.63,4.2,-7.81,4.34,0.779,1.92,19.6,0.41,0.057,13.9,0.27
23.92,7.6,7.72,-4.35,-0.318,1.72,6.6,-0.043,0.263,46.9,0.345
28.65,12.08,6.01,1.23,0.419,1.64,8.8,-0.101,0.468,42.7,0.134
23.47,3.67,-7.61,-0.29,-0.475,1.71,9.6,0.129,0.83,24.7,0.186
25.64,13.22,-7.8,-3.75,-1.045,2.28,9.4,0.492,0.15,5.3,0.265
22.73,12.26,-0.4,1.3,0.943,1.63,13.0,0.251,0.636,47.7,0.306
24.38,1.86,-6.25,-2.53,1.373,1.72,6.6,0.021,0.839,38.3,0.173
27.81,2.14,-2.38,-3.58,-0.32,1.8,14.4,0.078,0.513,49.3,0.246
23.58,4.03,2.73,-3.17,-0.116,2.35,11.2,-0.324,0.357,36.8,0.215
22.74,11.67,1.15,0.32,0.29,2.13,20.9,0.093,0.171,18.0,0.172
25.47,2.12,-3.85,4.03,-0.878,2.21,5.3,0.215,0.439,20.1,0.169
29.23,9.35,3.93,4.83,-1.264,1.28,6.6,0.233,0.252,11.2,0.227
29.54,2.33,-5.42,2.62,-0.18,2.48,23.3,-0.237,0.665,27.4,0.154
26.61,2.7,-0.3,-3.64,-0.084,1.4,16.2,0.332,0.364,27.3,0.37
27.96,11.86,-7.33,4.97,-1.288,1.5,23.6,0.425,0.286,42.8,0.258
31.38,5.15,4.94,-1.85,-0.476,1.29,5.0,-0.218,0.222,9.9,0.091
25.84,11.04,-7.67,0.03,-0.142,1.75,20.7,0.434,0.812,33.0,0.085
28.23,11.65,-9.95,3.23,-0.235,1.26,15.3,-0.156,0.263,49.4,0.276
29.62,4.37,-9.24,1.29,-0.605,1.38,20.4,0.038,0.734,32.2,0.119
25.48,11.53,7.0,3.59,-0.38,1.44,15.7,-0.101,0.611,10.1,0.229
25.87,9.17,6.62,-4.7,-0.95,2.0,24.4,-0.179,0.78,10.7,0.113
22.76,8.53,5.21,1.45,0.692,1.94,12.0,-0.274,0.362,17.2,0.241
22.84,12.98,-9.04,0.37,0.69,1.38,8.0,-0.102,0.461,35.4,0.305
27.96,9.79,7.0,-0.28,0.205,1.48,14.2,0.236,0.461,29.9,0.15
28.61,5.59,-7.08,-3.09,0.035,1.49,9.6,-0.484,0.297,22.5,0.301
28.97,10.26,-4.0,0.64,-0.363,1.95,9.7,0.285,0.635,24.2,0.207
31.84,7.47,8.11,0.74,0.489,1.9,17.8,-0.043,0.134,8.0,0.309
30.52,2.17,-7.29,2.98,-0.66,2.43,15.9,-0.295,0.415,15.6,0.344
28.09,5.8,0.79,0.33,0.358,1.5,23.4,-0.445,0.759,27.0,0.159
28.8,8.38,0.26,-1.45,0.929,2.36,11.8,-0.143,0.795,5.7,0.399
28.64,13.21,-5.13,4.54,1.329,1.21,9.7,0.407,0.733,36.3,0.174
22.66,4.97,5.48,0.61,0.037,2.12,5.3,-0.48,0.644,24.8,0.196
31.97,4.05,-5.24,-1.06,-0.212,1.45,14.5,-0.389,0.661,16.2,0.334
25.54,11.83,-4.01,-2.02,-1.025,1.3,19.9,-0.153,0.839,20.3,0.261
29.64,13.47,-3.02,-2.92,0.467,2.41,18.4,0.243,0.276,26.7,0.349
30.13,12.41,4.88,-1.65,0.739,1.42,11.1,-0.456,0.226,42.1,0.15
31.09,11.55,-5.62,-0.02,-1.288,1.84,11.4,-0.444,0.154,44.4,0.238
25.71,7.0,-2.8,-3.2,0.363,1.21,19.7,-0.163,0.563,11.7,0.185
27.46,6.21,-9.59,3.75,-1.428,2.23,16.6,0.37,0.156,15.6,0.288
31.03,9.64,-7.05,-1.41,-1.083,1.25,14.7,0.374,0.783,38.7,0.289
23.76,6.4,-3.09,-0.77,0.441,2.45,7.8,-0.213,0.38,40.9,0.301
22.71,11.92,-3.49,-2.6,1.387,1.52,5.6,-0.457,0.421,46.0,0.191
23.02,3.67,5.44,-1.6,-0.466,1.39,24.8,0.035,0.468,35.9,0.362
30.97,4.16,6.67,-2.1,-0.021,1.81,21.6,0.1,0.121,39.6,0.362
22.85,11.58,-0.9,-1.73,-0.816,1.95,6.8,0.011,0.775,30.3,0.399
23.39,4.41,-2.24,-4.61,-1.351,1.57,23.1,-0.481,0.168,26.4,0.269
30.13,4.81,9.17,-3.85,1.454,1.2,10.0,-0.281,0.285,40.5,0.124
22.07,11.74,7.71,-3.17,0.076,2.02,11.3,-0.096,0.402,8.2,0.303
25.62,9.23,4.41,2.17,-1.146,1.35,9.3,0.266,0.296,42.9,0.384
25.63,9.51,-2.24,4.0,-0.74,2.33,11.6,0.263,0.095,9.4,0.186
29.0,3.29,-1.76,4.05,0.439,1.89,9.9,0.454,0.566,17.7,0.11
25.65,5.71,-4.62,-0.16,0.168,2.0,15.8,-0.472,0.836,48.4,0.392
28.24,2.78,3.27,4.96,1.089,1.34,24.2,-0.146,0.367,31.7,0.358
23.57,13.5,7.08,4.5,1.065,1.8,9.7,-0.223,0.193,18.6,0.172
27.16,11.1,5.94,0.87,0.484,1.78,14.0,0.406,0.105,22.5,0.351
29.17,6.57,6.26,-3.44,1.077,2.12,14.7,0.11,0.129,17.5,0.316
24.22,4.48,7.54,-1.93,-0.728,1.92,11.0,0.054,0.568,11.1,0.321
29.99,8.69,-9.29,0.18,0.003,2.36,7.8,-0.038,0.598,19.5,0.11
22.86,2.85,-1.89,2.73,0.358,1.31,15.4,-0.192,0.554,12.4,0.142
31.34,7.96,0.61,-4.87,-1.202,2.17,5.0,-0.255,0.53,46.4,0.067
23.71,9.18,5.8,-3.23,1.322,2.16,13.5,0.261,0.815,39.0,0.132
24.51,6.37,-4.12,0.08,-1.431,2.18,21.7,0.322,0.726,14.2,0.174
27.55,7.4,-2.6,-4.42,-0.914,1.75,11.1,0.217,0.349,44.7,0.397
30.35,4.98,-4.32,-0.4,0.521,1.29,10.3,-0.496,0.45,12.9,0.356
23.72,6.14,3.53,1.65,-0.061,1.75,15.5,0.308,0.668,18.5,0.367
25.32,2.31,2.2,0.39,0.095,1.43,5.7,-0.38,0.385,6.0,0.196
26.53,12.35,8.77,-2.71,-1.303,1.64,18.5,-0.173,0.775,13.6,0.102
27.08,11.93,4.8,-4.86,0.87,1.97,23.1,0.067,0.617,49.2,0.251
22.9,9.14,6.87,-0.93,-0.504,2.07,10.8,-0.419,0.395,39.2,0.39
30.56,12.6,-2.01,-3.06,-1.366,1.7,8.7,0.205,0.124,19.1,0.126
27.88,10.35,-0.53,-2.31,-0.485,1.65,12.6,-0.358,0.635,6.4,0.164
24.53,5.92,1.67,-1.32,-1.327,2.27,9.5,0.144,0.245,24.1,0.061
22.33,13.48,-8.45,-4.47,0.512,1.7,17.2,-0.164,0.566,41.8,0.143
22.75,3.32,-0.4,-1.01,0.967,1.9,22.4,0.349,0.321,48.4,0.376
28.13,5.45,-6.96,0.73,0.667,1.78,20.9,-0.274,0.801,42.8,0.286
30.13,10.38,2.6,-1.73,1.217,1.8,10.9,-0.173,0.445,35.4,0.204
31.03,11.97,-9.39,-3.02,0.03,1.86,12.1,-0.041,0.75,14.2,0.239
31.92,10.2,3.34,-2.55,-0.726,1.58,19.7,-0.425,0.754,44.0,0.243
22.84,8.33,-1.98,0.83,0.204,1.23,11.1,0.341,0.417,13.0,0.104
30.58,12.05,-1.99,3.69,-0.081,1.93,10.6,0.256,0.51,48.4,0.137
25.06,9.74,-6.7,-4.66,0.025,1.67,10.6,-0.069,0.387,26.8,0.285
29.72,9.96,-2.84,3.13,-0.822,1.66,18.1,-0.199,0.806,32.3,0.389
24.88,2.28,5.08,2.6,1.466,1.84,23.1,-0.263,0.669,19.0,0.117
23.58,11.69,6.14,0.85,-1.252,1.59,15.6,-0.023,0.485,40.9,0.268
23.23,10.81,4.12,-2.51,0.094,1.62,16.5,-0.261,0.254,30.5,0.207
26.87,3.9,7.17,-1.29,1.153,2.42,16.3,0.436,0.363,9.7,0.396
27.63,7.93,-1.22,-4.2,0.026,2.07,19.1,-0.007,0.634,33.9,0.332
28.03,8.93,-2.6,3.05,1.186,1.62,23.4,0.323,0.58,31.7,0.16
29.16,10.75,-0.21,1.96,-0.991,1.26,18.1,-0.128,0.07,35.6,0.327
25.36,3.48,6.88,0.9,-0.209,1.67,18.6,0.022,0.586,22.0,0.229
25.07,8.82,4.6,-4.33,1.116,2.42,19.0,0.238,0.443,41.9,0.285
23.71,9.98,-6.54,3.43,-1.099,2.48,22.2,-0.103,0.369,6.0,0.098
29.6,3.57,1.85,1.9,0.449,1.57,6.0,-0.362,0.294,31.4,0.284
27.51,6.81,6.14,-2.76,-0.321,1.64,9.2,0.006,0.089,12.2,0.331
22.69,7.6,3.35,-0.98,-0.267,1.77,6.2,-0.35,0.338,46.0,0.206
28.71,9.86,2.88,1.08,-0.11,2.33,8.1,-0.009,0.206,35.0,0.051
24.31,12.7,-7.3,3.99,-0.413,1.99,6.9,-0.035,0.42,8.0,0.101
30.17,12.94,-9.24,4.55,0.85,1.39,5.6,0.299,0.734,17.7,0.176
27.45,4.37,-5.4,-3.42,1.417,2.37,16.7,0.239,0.634,19.9,0.325
22.11,6.55,-2.79,4.59,-1.197,1.29,10.6,-0.47,0.091,38.4,0.343
26.81,4.14,-9.93,-1.46,0.847,2.05,5.9,-0.358,0.589,22.6,0.38
22.15,8.2,8.09,3.05,-0.018,1.66,13.6,0.16,0.516,13.1,0.288
27.6,10.35,-7.48,-3.81,-1.167,1.86,11.0,-0.024,0.572,45.2,0.201
28.32,7.63,-8.43,-0.87,-0.727,1.34,16.5,0.355,0.739,42.6,0.346
24.13,4.77,-9.26,-1.03,1.094,1.24,9.8,0.191,0.298,8.9,0.077
29.26,3.24,-3.16,0.46,1.385,2.37,7.9,-0.143,0.198,24.5,0.112
27.2,8.6,-5.68,-2.2,-1.091,2.29,5.4,-0.284,0.472,19.1,0.234
24.51,6.09,7.43,-0.44,-0.965,1.67,17.4,-0.342,0.536,5.6,0.364
22.86,7.94,-9.67,4.21,0.652,1.33,8.0,-0.46,0.437,10.3,0.375
29.95,8.03,7.17,-3.9,0.27,2.45,19.5,-0.036,0.232,19.1,0.099
25.81,5.54,9.66,0.75,0.18,1.23,5.3,-0.431,0.744,38.5,0.141
28.1,7.05,8.15,-1.77,0.097,1.76,19.5,-0.474,0.428,20.8,0.091
25.44,4.23,-6.66,0.26,1.164,1.55,9.7,0.049,0.577,21.7,0.111
27.75,7.21,2.12,0.16,0.767,1.38,17.3,-0.298,0.071,16.0,0.084
31.24,3.76,3.32,0.62,1.334,1.73,17.7,0.49,0.079,33.0,0.245
22.2,6.66,-3.15,-3.79,0.848,1.83,12.3,0.49,0.328,31.6,0.074
30.42,10.57,7.6,-4.91,-1.363,1.41,11.4,-0.376,0.499,34.6,0.267
23.48,11.19,2.33,1.05,0.729,1.27,24.1,0.104,0.218,14.1,0.24
26.77,8.25,4.98,-3.88,1.24,2.36,11.4,-0.379,0.263,47.4,0.233
26.82,9.8,6.47,0.92,0.323,1.49,24.3,-0.109,0.192,47.4,0.067
27.31,3.77,2.55,4.1,0.187,1.45,15.5,-0.016,0.834,21.6,0.315
28.17,4.24,2.16,2.86,1.474,1.33,12.0,-0.257,0.634,47.2,0.353
29.82,3.37,5.07,-3.85,0.614,1.93,5.8,0.256,0.748,38.1,0.069
31.77,5.19,3.81,0.54,-0.247,1.91,6.7,-0.372,0.796,44.2,0.241
27.56,8.96,-7.07,-1.88,-0.86,1.76,13.7,0.079,0.659,27.3,0.135
29.87,9.26,-2.26,2.65,0.744,1.23,22.6,0.317,0.425,47.1,0.313
26.31,12.37,-9.02,4.59,-0.983,1.66,9.9,0.413,0.16,15.6,0.069
31.6,8.92,7.85,-0.41,0.259,2.09,17.1,-0.411,0.492,38.8,0.363
25.32,9.42,2.5,-4.0,-1.484,1.67,5.6,-0.102,0.262,39.3,0.117
22.61,8.26,2.28,-0.77,-0.371,2.12,21.5,0.136,0.302,9.2,0.158
31.12,1.94,-5.56,0.43,0.32,2.05,22.7,-0.378,0.499,24.4,0.065
29.21,7.21,1.63,-0.08,-1.496,1.38,5.2,-0.124,0.42,14.7,0.081
30.16,3.14,5.98,2.19,0.175,2.32,9.5,-0.272,0.702,22.4,0.366
27.89,2.39,7.8,-4.07,0.969,2.09,11.1,-0.22,0.107,33.9,0.117
22.52,11.47,-5.28,0.8,0.089,1.58,22.2,0.435,0.179,44.8,0.232
28.38,4.66,3.95,3.04,1.484,2.06,15.6,-0.298,0.511,19.3,0.206
29.56,2.23,-2.56,-0.59,0.588,1.37,23.1,0.142,0.346,48.5,0.202
28.9,12.25,8.78,1.71,1.27,1.56,18.4,-0.236,0.086,26.9,0.1
26.85,5.68,3.04,-2.69,-1.061,2.33,12.3,-0.401,0.543,11.4,0.069
26.14,7.41,-2.05,4.19,1.114,1.65,10.0,-0.343,0.243,21.7,0.334
30.78,3.76,-9.8,-4.72,1.366,1.39,7.9,0.377,0.08,31.6,0.329
32.06,8.03,0.29,-3.13,0.094,2.03,16.1,-0.271,0.822,22.6,0.075
23.11,10.34,-5.21,3.35,0.884,1.29,14.2,-0.155,0.84,20.9,0.098
31.71,6.09,-0.75,-3.23,-0.873,2.47,17.1,-0.35,0.255,6.1,0.094
22.2,11.43,-3.6,3.64,0.138,1.74,6.3,-0.393,0.815,11.4,0.373
31.74,12.5,3.69,2.03,-0.572,1.49,5.9,-0.436,0.832,47.3,0.156
31.74,11.4,6.82,2.6,1.48,2.26,21.1,-0.219,0.666,26.9,0.153
22.66,5.41,-3.91,2.33,-0.404,2.32,21.7,-0.07,0.405,8.4,0.299
26.09,11.34,7.23,-3.83,1.383,2.43,11.7,0.33,0.295,9.1,0.123
31.19,4.88,9.64,-1.4,0.385,2.48,5.1,-0.468,0.333,30.6,0.389
24.76,3.46,9.56,-3.99,0.398,2.47,24.7,-0.401,0.686,21.3,0.352
23.65,10.15,-3.06,-1.83,0.138,1.24,9.9,-0.418,0.821,8.1,0.157
28.39,2.5,2.59,-4.51,-0.356,1.33,12.0,0.136,0.412,41.2,0.239
27.29,13.38,9.93,-0.42,-0.485,1.32,14.5,-0.491,0.756,37.9,0.067
26.04,3.58,-1.93,0.09,-1.412,1.76,14.9,0.277,0.118,44.3,0.187
24.77,12.0,5.33,-2.35,0.973,1.53,11.5,0.453,0.124,26.9,0.285
22.97,4.23,0.02,1.2,-0.688,1.53,6.5,0.188,0.065,37.3,0.293
31.83,4.02,-9.95,-3.81,1.132,2.24,12.0,-0.033,0.213,45.2,0.184
29.42,11.91,-3.24,1.35,-1.097,1.99,21.1,0.174,0.087,39.0,0.223
29.11,12.35,8.17,2.75,-0.098,2.08,9.7,-0.258,0.658,22.7,0.284
25.48,3.86,0.04,-2.93,-0.958,2.34,9.6,0.494,0.393,38.7,0.321
31.69,8.3,5.25,-1.54,0.31,2.19,22.3,-0.089,0.202,6.3,0.177
24.35,3.3,-6.91,0.83,-1.327,1.57,10.5,0.251,0.551,10.4,0.217
24.89,11.9,-9.69,-2.29,1.17,1.41,19.4,-0.315,0.316,49.6,0.342
26.0,4.72,-0.96,-4.76,0.921,1.92,5.3,0.392,0.286,8.0,0.18
26.09,9.62,3.83,-0.71,-1.3,2.11,24.0,0.053,0.129,39.4,0.081
28.86,10.78,1.09,-3.71,-0.903,1.75,10.9,-0.163,0.476,25.8,0.074
25.86,8.78,-2.59,0.31,0.85,1.8,7.9,-0.047,0.725,8.3,0.179
27.01,10.84,1.49,-0.48,0.043,1.42,10.0,-0.371,0.471,12.0,0.378
25.33,13.13,0.1,3.98,0.756,2.22,9.7,0.037,0.561,49.2,0.34
26.47,3.73,-5.12,1.32,-0.201,1.56,22.4,0.244,0.583,44.6,0.254
24.28,6.31,-5.28,-3.93,-0.411,2.12,6.5,0.136,0.524,20.4,0.057
27.52,8.99,-6.61,-0.08,0.172,1.28,9.0,-0.388,0.241,23.8,0.366
32.09,2.35,-0.81,-3.1,-0.812,2.2,11.7,-0.486,0.48,17.8,0.266
31.66,5.57,-9.55,2.24,0.01,1.56,12.5,0.167,0.239,9.8,0.216
23.08,10.3,1.84,-3.75,0.122,1.25,22.0,-0.45,0.481,29.8,0.237
24.55,12.52,-1.52,-1.14,1.195,2.06,14.7,-0.395,0.652,33.1,0.128
25.64,12.38,-7.81,1.38,-0.588,2.17,22.5,0.096,0.237,31.8,0.3
27.74,8.0,7.44,4.22,-0.36,1.24,6.3,0.25,0.189,11.3,0.324
26.27,4.67,-4.63,1.77,-0.899,2.32,21.0,0.457,0.741,36.5,0.147
25.68,3.81,-1.68,-2.81,0.126,1.65,17.0,-0.054,0.258,33.1,0.362
23.97,9.57,0.68,-2.17,-1.409,1.23,15.1,-0.099,0.356,8.8,0.151
29.06,4.5,8.24,0.81,1.32,1.93,15.4,0.318,0.589,12.2,0.353
27.05,4.51,9.83,-4.14,1.497,2.12,15.2,-0.415,0.538,12.3,0.215
29.52,3.16,6.96,-0.24,0.654,1.56,24.0,-0.296,0.251,24.4,0.239
31.79,10.09,-0.83,-2.53,0.953,1.85,14.2,0.059,0.598,38.6,0.396
22.9,9.72,0.29,4.21,1.204,1.78,9.9,0.282,0.833,17.8,0.236
30.14,13.29,-9.39,0.04,-0.703,1.75,20.1,0.156,0.07,35.8,0.225
25.79,5.46,6.54,-0.18,-0.405,1.28,8.1,-0.349,0.262,20.7,0.232
24.83,11.15,-1.75,2.98,0.69,2.3,18.9,-0.307,0.157,18.6,0.15
28.34,12.28,-1.05,-3.9,0.77,2.47,23.5,-0.262,0.746,17.7,0.196
30.36,5.29,-8.4,-0.11,-0.279,1.58,20.2,-0.041,0.157,44.9,0.358
27.89,6.76,1.57,0.29,0.837,1.93,24.3,-0.493,0.833,27.4,0.202
27.84,9.54,-0.93,3.07,-0.981,2.0,9.0,0.022,0.111,32.3,0.265
24.79,12.65,1.04,-4.81,1.457,1.46,19.1,0.433,0.343,22.8,0.384
28.96,3.75,3.26,2.11,-0.384,1.3,12.7,0.205,0.223,45.4,0.198
30.88,4.99,1.74,-3.91,-0.763,1.27,20.2,-0.365,0.262,46.4,0.245
31.7,6.55,2.53,-1.55,-1.41,1.25,16.9,-0.02,0.677,16.7,0.137
31.4,11.7,9.72,-2.67,0.611,1.38,20.5,-0.266,0.681,34.9,0.397
30.98,4.9,2.01,0.22,-0.801,2.3,23.6,-0.476,0.776,22.8,0.239
25.69,4.88,3.37,-2.32,-0.752,2.08,5.8,0.326,0.65,12.5,0.188
